"","FAULT_TYPE","rules","support","confidence","lift","itemset","improvement","rel_improvement","FAULT_COUNT","MODEL","AGE","DEALERSHIP","CUSTOMER_TYPE","USER_CUSTOMISED","COUNTRY","GEO_TYPE","COMPRESSED","OBJECT_COUNT","FAULT_RATE","AGGREGATION_LEVEL","MIN_RANK","MAX_RANK","SIMPLE_COMBI","AVG_FAULT_RATE","PS_RATIO","LIFT","CHI_SQUARE","BINOMIAL_TEST","ZHANG","row_num","SET_SIZE","min_imp_psr","min_imp_chi","min_imp_bin","min_improvement","min_improvement_adj","max_improvement","LIST_ID","classification","rules_attributes","count_neg","COMBI","suppressed"
"2301","TurboCharger","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Germany,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",8.165149e-08,0.03278689,22.82164,74238,0.004215457,0.1285714,2,"Opal","InWarranty","VWFranchise","Corporate","N","Germany","NormalUrban",FALSE,61,0.03278689,0,113744.5,145105.5,129425,1.405209514,2.56236097038582e-09,23.3323854367243,2.45254758916626e-09,6.54298500508574,0.956184311720701,5687,7,-8.95990990333186e-07,-7.85628142591883e-07,-110.218426210458,0.128571511357131,-0.0511474317770546,0.991317547958955,5927,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2302","TurboCharger","{AGE=InWarranty,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,GEO_TYPE=Suburban}=>{FAULT_TYPE=TurboCharger}",5.715605e-06,0.01017072,7.079432,41127,0.0002445596,0.02404545,140,"*","InWarranty","Re-Import","Corporate","N","*","Suburban",FALSE,13765,0.01017072,2,113134,163681,138407.5,1.405209514,5.0100195561334e-08,7.23786730638375,4.32025025472688e-08,27.4536525294568,0.859228588951498,5688,5,-6.99292474301239e-07,-5.36844507309034e-07,-71.5569321876886,0.0240452003397989,-0.17535524588168,0.883669297748832,5928,1,";11;12;13;14;16;1",0,0,FALSE
"2303","TurboCharger","{AGE=InWarranty,MODEL=Lamura,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,GEO_TYPE=Village}=>{FAULT_TYPE=TurboCharger}",2.653674e-06,0.01506373,10.48526,60144,0.001230796,0.08170592,65,"Lamura","InWarranty","VWDealer","Private","N","*","Village",FALSE,4315,0.01506373,1,125315.5,162997.5,144156.5,1.405209514,3.62452606921656e-08,10.7199174570917,3.2869928865502e-08,23.9512878172188,0.904787400221257,5689,6,-1.20009108994328e-06,-1.03953081595086e-06,-111.79127949249,0.0817055271171217,-0.11101693420626,0.917510271360413,5929,1,";10;11;12;13;14;16;1",0,0,FALSE
"2304","TurboCharger","{AGE=InWarranty,MODEL=Opal,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",9.675702e-06,0.01737791,12.09607,60147,0.0009439092,0.0543166,237,"Opal","InWarranty","Re-Import","Private","N","*","NormalUrban",FALSE,13638,0.01737791,1,129437.5,165283.5,147360.5,1.405209514,1.54547090037791e-07,12.3667750800611,1.42129225881542e-07,49.7953170919209,0.917839550699577,5690,6,-1.08178926059765e-06,-9.3027151893482e-07,-85.9472502177879,0.0543160828891392,-0.142556420831379,0.922387905104814,5930,1,";10;11;12;13;14;16;1",0,0,FALSE
"2305","TurboCharger","{AGE=InWarranty,MODEL=Lamura,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",3.429363e-06,0.02000953,13.92783,60149,0.003378123,0.1688257,84,"Lamura","InWarranty","VWDealer","Private","N","*","NormalUrban",FALSE,4198,0.02000953,1,133124.5,164244.5,148684.5,1.405209514,6.38009683148304e-08,14.2395349594822,5.93305851120328e-08,32.178799707444,0.928360413697069,5691,6,-1.17253538232061e-06,-1.01307015970433e-06,-103.563767602265,0.168825554623222,0.00313101444466324,0.932595318330815,5931,1,";10;11;12;13;14;16;1",0,0,FALSE
"2306","TurboCharger","{AGE=InWarranty,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",1.155369e-05,0.01663141,11.57645,41156,0.0003235884,0.01945647,283,"*","InWarranty","VWDealer","Private","N","*","NormalUrban",FALSE,17016,0.01663141,2,128277,165327,146802,1.405209514,1.75918800293093e-07,11.8355375723709,1.61167141792443e-07,53.0218764707904,0.914252887031225,5692,5,-1.06041755034235e-06,-9.11233603023919e-07,-82.7206908389184,0.019456558403647,-0.180151453701405,0.918904290135352,5932,1,";11;12;13;14;16;1",0,0,FALSE
"2307","TurboCharger","{AGE=OutofWarranty,MODEL=Lamura,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=France,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",2.449545e-07,0.004758128,3.311942,74607,0.0006479764,0.136183,6,"Lamura","OutofWarranty","VWDealer","Corporate","N","France","SuperRural",FALSE,1261,0.004758128,0,83744.5,125130.5,104437.5,1.405209514,8.21312471278887e-10,3.38606304084559,5.78785403085264e-10,3.17844974963453,0.698098312315565,5697,7,-8.40038967182841e-07,-5.74113604520235e-07,-70.366657343658,0.13618296943672,-0.0422522737391926,0.743092871818497,5937,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2308","TurboCharger","{AGE=OutofWarranty,MODEL=Lamura,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",4.082575e-07,0.00413394,2.87747,74623,0.0009159187,0.2215607,10,"Lamura","OutofWarranty","Re-Import","Corporate","N","Spain","SuperRural",FALSE,2419,0.00413394,0,82846.5,130268.5,106557.5,1.405209514,1.11402468638815e-09,2.94186735772414,7.35417872687736e-10,3.58272429153744,0.652536868473564,5699,7,-1.73284532868591e-07,-3.38434116269909e-07,-35.6749709336988,0.221560787045772,0.0846734961709881,0.685611789237386,5939,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2309","TurboCharger","{MODEL=Opal,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Holland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",3.674317e-07,0.005454545,3.79669,60222,0.001321094,0.2422006,9,"Opal","*","Re-Import","Corporate","N","Holland","SuperRural",FALSE,1650,0.005454545,1,92704.5,134954.5,113829.5,1.405209514,1.48785422149131e-09,3.88165959997905,1.10462496224875e-09,4.39097073583411,0.736662320200997,5701,6,-7.6586504721721e-07,-4.66910051703625e-07,-70.5567627479269,0.242200586850049,0.119688339613575,0.752731712727643,5941,1,";10;12;13;14;15;16;1",0,0,FALSE
"2310","TurboCharger","{MODEL=Lamura,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Belgium,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",2.041287e-07,0.003891051,2.708404,60242,0.0003210387,0.08250694,5,"Lamura","*","Re-Import","Corporate","N","Belgium","SuperRural",FALSE,1285,0.003891051,1,72922.5,116344.5,94633.5,1.405209514,5.07431590943248e-10,2.76901839991385,3.24195445353934e-10,2.37881028025565,0.630811982593275,5702,6,-1.73891125964036e-07,-9.09776200139422e-08,-36.8788849449806,0.0825070141717495,-0.109986943717944,0.653374885088887,5942,1,";10;12;13;14;15;16;1",0,0,FALSE
"2311","TurboCharger","{MODEL=Lamura,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",2.857802e-07,0.003347681,2.330186,60258,0.0001092512,0.03263489,7,"Lamura","*","Re-Import","Corporate","N","Switzerland","SuperRural",FALSE,2091,0.003347681,1,72838.5,118168.5,95503.5,1.405209514,5.55119889763377e-10,2.38233584860286,3.22132503268506e-10,2.37119068388298,0.570898462179813,5703,6,-1.73843437665216e-07,-9.09796829560276e-08,-36.8865045413533,0.0326351286158985,-0.166261352942759,0.597113345028992,5943,1,";10;12;13;14;15;16;1",0,0,FALSE
"2312","TurboCharger","{MODEL=Opal,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Austria,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",4.082575e-07,0.004086637,2.844544,60276,0.0002931504,0.0717339,10,"Opal","*","Re-Import","Corporate","N","Austria","SuperRural",FALSE,2447,0.004086637,1,82428.5,129975.5,106202,1.405209514,1.09471288186564e-09,2.90820476184166,7.18362420982809e-10,3.54093416897971,0.648514570123184,5705,6,-7.66258188556835e-07,-4.67296314244891e-07,-71.4067993147813,0.0717340443988541,-0.122720315168328,0.682265882680551,5945,1,";10;12;13;14;15;16;1",0,0,FALSE
"2313","TurboCharger","{MODEL=Opal,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Portugal,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",2.857802e-07,0.004088785,2.846039,60296,0.0004151578,0.1015357,7,"Opal","*","Re-Import","Corporate","N","Portugal","SuperRural",FALSE,1712,0.004088785,1,81052.5,123973.5,102513,1.405209514,7.66912739104177e-10,2.90973335951951,5.03379913597331e-10,2.96415225345541,0.648679834920638,5706,6,-7.66585988699597e-07,-4.67511296752277e-07,-71.9835812303056,0.101535786303266,-0.0869465755978944,0.716791907620479,5946,1,";10;12;13;14;15;16;1",0,0,FALSE
"2314","TurboCharger","{MODEL=Lamura,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=France,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",5.307347e-07,0.00629845,4.384098,60346,0.0008651434,0.1373582,13,"Lamura","*","Re-Import","Corporate","N","France","VeryRural",FALSE,2064,0.00629845,1,97283.5,142728.5,120006,1.405209514,2.59701252136506e-09,4.48221417322399,2.01777875360595e-09,5.9345284754589,0.771967961060664,5708,6,-1.71801545033614e-07,-7.05280587560189e-08,-28.2931152323479,0.137358238931801,-0.0407072574116465,0.805920980558709,5948,1,";10;12;13;14;15;16;1",0,0,FALSE
"2315","TurboCharger","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=Holland,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",4.082575e-08,0.0212766,14.80978,74170,0.008183306,0.3846154,1,"Ultima","InWarranty","VWDealer","Corporate","Unknown","Holland","VeryRural",FALSE,47,0.0212766,0,89294,135483.5,112388.75,1.405209514,8.11264420133814e-10,15.1412296800034,7.57686135664758e-10,3.63673786007323,0.932478862429218,5710,7,-8.99247153787199e-07,-7.69422672809028e-07,-111.552751467667,0.384615493076901,0.425532201406243,0.928081977383605,5950,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2316","TurboCharger","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=Belgium,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",4.082575e-08,0.09090909,63.27817,74172,0.05642633,0.6206897,1,"Ultima","InWarranty","Re-Import","Corporate","Unknown","Belgium","VeryRural",FALSE,11,0.09090909,0,121653.5,157637.5,139645.5,1.405209514,3.65406304875131e-09,64.6943314105686,3.5975823489387e-09,7.92452096224005,0.984197203794379,5713,7,-7.45738606813822e-07,-5.76449427507364e-07,-91.0860637549054,0.620689636206896,1.44545441354546,0.983168118831681,5953,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2317","TurboCharger","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=Austria,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",4.082575e-08,0.02564103,17.84769,74177,0.007122507,0.2777778,1,"Ultima","InWarranty","VWDealer","Corporate","Unknown","Austria","VeryRural",FALSE,39,0.02564103,0,93463,140202.5,116832.75,1.405209514,9.89445548206314e-10,18.2471224002829,9.35222370460724e-10,4.04040445914018,0.943971840314901,5714,7,-8.99068972659126e-07,-7.69245136574232e-07,-111.1490848686,0.277777842777767,0.187179612230759,0.949359912608815,5954,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2318","TurboCharger","{MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=Portugal,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",8.165149e-08,0.009174312,6.38587,60389,0.005664555,0.6174365,2,"Ultima","*","VWDealer","Corporate","Unknown","Portugal","VeryRural",FALSE,218,0.009174312,1,82348.5,120694.5,101521.5,1.405209514,6.34358793944604e-10,6.52878585619938,5.37200234777802e-10,3.06220251238884,0.843411782472445,5715,6,-8.40225920860175e-07,-5.74155189688542e-07,-70.4829045809037,0.617436490060508,1.41401846248789,0.873780508009756,5955,1,";10;12;13;14;15;16;1",0,0,FALSE
"2319","TurboCharger","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Unknown,COUNTRY=Portugal,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",8.165149e-08,0.02173913,15.13174,74181,0.01046517,0.481398,2,"Ultima","InWarranty","Re-Import","Private","Unknown","Portugal","VeryRural",FALSE,92,0.02173913,0,104414.5,137919.5,121167,1.405209514,1.66029490522342e-09,15.4703834434756,1.5529798989375e-09,5.20654763131786,0.933917238960728,5716,7,-1.23467605573022e-06,-1.07084776491743e-06,-130.536019678391,0.481397829627957,0.728695127678393,0.946733056934661,5956,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2320","TurboCharger","{AGE=OutofWarranty,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Holland,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",1.428901e-06,0.003019845,2.101993,60421,8.880703e-05,0.02940781,35,"*","OutofWarranty","Re-Import","Corporate","N","Holland","VeryRural",FALSE,11590,0.003019845,1,69313,141152,105232.5,1.405209514,2.30715426058089e-09,2.14903540711439,1.23416180020979e-09,4.64035303052543,0.524509141562074,5721,6,-1.72091403294398e-07,-3.37935372342387e-07,-29.5872906772814,0.0294078007314946,-0.169697378987888,0.569626255652194,5961,1,";11;12;13;14;15;16;1",0,0,FALSE
"2321","TurboCharger","{AGE=OutofWarranty,MODEL=Opal,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Portugal,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",6.532119e-07,0.005586592,3.888603,74776,0.002495353,0.4466682,16,"Opal","OutofWarranty","Re-Import","Corporate","N","Portugal","VeryRural",FALSE,2864,0.005586592,0,93452.5,143422.5,118437.5,1.405209514,2.73132879830678e-09,3.97562921709623,2.04454993564366e-09,5.97366981290953,0.742925081343584,5724,7,-7.64621572640394e-07,-4.6597012673023e-07,-68.9740636708515,0.446668201293382,0.607245446630971,0.792722110367107,5964,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2322","TurboCharger","{AGE=OutofWarranty,MODEL=Ultima,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=Germany,GEO_TYPE=Suburban}=>{FAULT_TYPE=TurboCharger}",1.63303e-07,0.006546645,4.556857,74790,0.002952754,0.4510332,4,"Ultima","OutofWarranty","Re-Import","Corporate","Unknown","Germany","Suburban",FALSE,611,0.006546645,0,86269.5,125560.5,105915,1.405209514,8.39611839170258e-10,4.65883908041915,6.59409134704634e-10,3.39265584883154,0.780569958784564,5727,7,-2.88509649014752e-07,-3.38510125007892e-07,-43.4864604002241,0.451033315537959,0.621767833197448,0.819271245042308,5967,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2323","TurboCharger","{AGE=OutofWarranty,MODEL=Lamura,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Germany,GEO_TYPE=Suburban}=>{FAULT_TYPE=TurboCharger}",2.041287e-07,0.01506024,10.48283,74808,0.003272422,0.2172888,5,"Lamura","OutofWarranty","VWFranchise","Corporate","N","Germany","Suburban",FALSE,332,0.01506024,0,114311.5,144667.5,129489.5,1.405209514,2.78738362156755e-09,10.7174338416841,2.52733872802934e-09,6.64196414937997,0.904618168969032,5729,7,-1.43284045802651e-07,-3.36642195414568e-07,-16.0211027858829,0.217288701906477,0.0781122870846824,0.981097870950264,5969,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2324","TurboCharger","{AGE=OutofWarranty,MODEL=Opal,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=UnitedKingdom,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",4.082575e-08,0.01176471,8.18894,74832,0.002992776,0.254386,1,"Opal","OutofWarranty","VWFranchise","Corporate","N","UnitedKingdom","NormalRural",FALSE,85,0.01176471,0,75271.5,118740.5,97006,1.405209514,4.22934376966314e-10,8.37221060830364,3.72419315068644e-10,2.54966480543918,0.877887114949615,5731,7,-7.66929967061734e-07,-4.67642257350805e-07,-72.3980686783218,0.254386210964826,0.141647501576462,0.975803007468947,5971,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2325","TurboCharger","{AGE=InWarranty,MODEL=Ultima,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=Spain,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",4.082575e-08,0.02631579,18.31737,74269,0.01171725,0.4452555,1,"Ultima","InWarranty","Re-Import","Corporate","Unknown","Spain","NormalRural",FALSE,38,0.02631579,0,94088,140761.5,117424.75,1.405209514,1.01699313127631e-09,18.7273070227733,9.6268920122141e-10,4.0993071253148,0.94540846202275,5734,7,-7.48375676731297e-07,-5.79084320655081e-07,-94.9112775918307,0.44525549109489,0.603947422526316,0.94185350316293,5974,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2326","TurboCharger","{AGE=OutofWarranty,MODEL=Ultima,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=Belgium,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",4.082575e-08,0.007142857,4.971856,74856,0.003211009,0.4495413,1,"Ultima","OutofWarranty","Re-Import","Corporate","Unknown","Belgium","NormalRural",FALSE,140,0.007142857,0,64724,101963.5,83343.75,1.405209514,2.34243761851565e-10,5.08312598857056,1.88162197465886e-10,1.81231085309427,0.79887244359452,5736,7,-2.8911501709207e-07,-3.38981371945131e-07,-45.0668053959614,0.449541268990825,0.617142806266667,0.818047316360946,5976,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2327","TurboCharger","{AGE=OutofWarranty,MODEL=Ultima,DEALERSHIP=Re-Import,USER_CUSTOMISED=Unknown,COUNTRY=Belgium,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",1.224772e-07,0.003931848,2.736802,60684,0.0006511244,0.1656026,3,"Ultima","OutofWarranty","Re-Import","*","Unknown","Belgium","NormalRural",FALSE,763,0.003931848,1,65502,106444,85973,1.405209514,3.09455607177519e-10,2.7980510812283,1.98865027498975e-10,1.86311725169589,0.634629746304175,5737,6,-2.89039805246744e-07,-3.38970669115098e-07,-45.0159989973598,0.165602536008513,-0.001509140668426,0.669452633977712,5977,1,";10;11;12;14;15;16;1",0,0,FALSE
"2328","TurboCharger","{MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=Switzerland,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",2.041287e-07,0.009469697,6.591476,60688,0.006688243,0.7062784,5,"Ultima","*","VWDealer","Corporate","Unknown","Switzerland","NormalRural",FALSE,528,0.009469697,1,102188,136479,119333.5,1.405209514,1.64619334668345e-09,6.73899294422227,1.40194495768329e-09,4.94684775667699,0.848307199461219,5739,6,-8.39214086307436e-07,-5.73290444965637e-07,-68.5982593366155,0.706278458539909,2.2045899750056,0.851341917275706,5979,1,";10;12;13;14;15;16;1",0,0,FALSE
"2329","TurboCharger","{AGE=OutofWarranty,MODEL=Lamura,DEALERSHIP=VWFranchise,USER_CUSTOMISED=N,COUNTRY=Holland,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",1.63303e-07,0.003887269,2.705772,60741,0.0007393154,0.1901889,4,"Lamura","OutofWarranty","VWFranchise","*","N","Holland","NormalRural",FALSE,1029,0.003887269,1,69256.5,111957.5,90607,1.405209514,4.05327760242258e-10,2.76632698631159,2.58816598531559e-10,2.12546855550788,0.630446209860175,5744,6,-1.45666101663976e-07,-3.38910717544065e-07,-20.537598379755,0.190188793211892,0.0348989108622355,0.926768484506732,5984,1,";10;11;12;14;15;16;1",0,0,FALSE
"2330","TurboCharger","{DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",1.428901e-06,0.00249004,1.733217,41863,0.0003976949,0.1597143,35,"*","*","Re-Import","Corporate","N","Switzerland","NormalRural",FALSE,14056,0.00249004,2,60335,135516,97925.5,1.405209514,1.55011536627589e-09,1.77200622056136,6.75723363306336e-10,3.43342501299302,0.423281038611837,5748,5,-1.72848442188703e-07,-5.51622656114569e-08,-24.7547357863495,0.159714301778285,-0.0099278594862735,0.45834765706575,5988,1,";12;13;14;15;16;1",0,0,FALSE
"2331","TurboCharger","{AGE=OutofWarranty,MODEL=Lamura,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=UnitedKingdom,GEO_TYPE=Suburban}=>{FAULT_TYPE=TurboCharger}",8.165149e-08,0.003225806,2.245354,74954,0.0002514361,0.07794518,2,"Lamura","OutofWarranty","VWFranchise","Corporate","N","UnitedKingdom","Suburban",FALSE,620,0.003225806,0,54901.5,92189.5,73545.5,1.405209514,1.48654415770664e-10,2.29560500968826,8.39004358217122e-11,1.21016435308381,0.554650053868895,5750,7,-1.45922775008448e-07,-3.39085633706775e-07,-21.4529025821791,0.0779451709123239,-0.115459766574244,0.911752101645294,5990,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2332","TurboCharger","{MODEL=Ultima,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=France,GEO_TYPE=Village}=>{FAULT_TYPE=TurboCharger}",8.165149e-08,0.004016064,2.795421,60943,0.00051221,0.1275403,2,"Ultima","*","Re-Import","Corporate","Unknown","France","Village",FALSE,498,0.004016064,1,60654,99272,79963,1.405209514,2.13180158955084e-10,2.85798235778241,1.38591833861596e-10,1.55536438433885,0.642285212095494,5751,6,-2.89136080694967e-07,-1.40919417327322e-07,-45.3237518647168,0.127540298162579,-0.0536546134409635,0.69562312751988,5991,1,";10;12;13;14;15;16;1",0,0,FALSE
"2333","TurboCharger","{MODEL=Ultima,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=Switzerland,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",1.224772e-07,0.007058824,4.913364,61142,0.003080044,0.4363395,3,"Ultima","*","Re-Import","Corporate","Unknown","Switzerland","NormalUrban",FALSE,425,0.007058824,1,82966,122220,102593,1.405209514,6.92438872124719e-10,5.02332494170688,5.54603979772261e-10,3.11139727705806,0.796487267331055,5759,6,-2.88656821981797e-07,-1.40503405181411e-07,-43.7677189719976,0.436339537577364,0.574352988501959,0.800569188295387,5999,1,";10;12;13;14;15;16;1",0,0,FALSE
"2334","TurboCharger","{AGE=OutofWarranty,MODEL=Ultima,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=Unknown,COUNTRY=Austria,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",4.082575e-08,0.003412969,2.375631,75077,0.0002146511,0.06289278,1,"Ultima","OutofWarranty","Re-Import","Corporate","Unknown","Austria","NormalUrban",FALSE,293,0.003412969,0,49949.5,80327.5,65138.5,1.405209514,8.19682868355645e-11,2.42879724766794,4.82203460077101e-11,0.917445569766283,0.57906612764061,5761,7,-2.89267292567086e-07,-3.39121313796589e-07,-45.9616706792894,0.0628927482200981,-0.132885754238893,0.619550016422651,6001,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2335","TurboCharger","{MODEL=Ultima,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,COUNTRY=Portugal,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",8.165149e-08,0.006622517,4.609668,42443,0.002568463,0.3878378,2,"Ultima","*","Re-Import","Corporate","*","Portugal","NormalUrban",FALSE,302,0.006622517,2,73541,112863,93202,1.405209514,4.26000930020054e-10,4.71283245239969,3.35613403823192e-10,2.42038646484083,0.783074294180483,5763,5,-2.88923259923902e-07,-1.4072239575736e-07,-44.4587297842148,0.387837887014862,0.43399571624739,0.825145484715253,6003,1,";10;12;13;15;16;1",0,0,FALSE
"2336","TurboCharger","{AGE=OutofWarranty,MODEL=Lamura,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=Suburban}=>{FAULT_TYPE=TurboCharger}",2.857802e-07,0.003739316,2.602788,75112,0.0004207322,0.1125158,7,"Lamura","OutofWarranty","VWFranchise","Corporate","N","Spain","Suburban",FALSE,1872,0.003739316,0,77353.5,121569.5,99461.5,1.405209514,6.67041418390377e-10,2.66103806069164,4.16403625224162e-10,2.69592867966498,0.615843665102386,5765,7,-1.45404388005828e-07,-3.38753130517373e-07,-19.9671382555979,0.112515764915295,-0.0731363253842365,0.923870943242026,6005,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"2337","TurboCharger","{AGE=OutofWarranty,MODEL=Lamura,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Spain}=>{FAULT_TYPE=TurboCharger}",3.674317e-07,0.003318584,2.309933,61250,1.893466e-05,0.005705644,9,"Lamura","OutofWarranty","VWFranchise","Corporate","N","Spain","*",FALSE,2712,0.003318584,1,73422.5,122479.5,97951,1.405209514,7.03034440127606e-10,2.36162932782421,4.05388910009833e-10,2.65998772396008,0.56714984524308,5766,6,-1.45368394984091e-07,-3.38764145232587e-07,-20.0030792113028,0.00570574678838923,-0.194220028545548,0.914219257370011,6006,1,";10;11;12;13;14;15;1",0,0,FALSE
