AGE;MODEL;DEALERSHIP;CUSTOMER_TYPE;USER_CUSTOMISED;COUNTRY;GEO_TYPE;FAULT_TYPE;OBJECT_COUNT;EVENT_COUNT;EVENT_RATE;AGGREGATION_LEVEL;SUBSET_TYPE;SIGNIFICANCE
*;Eleganz;Franchise;Other;N;Holland;*;Gearbox;407690;1116;2,737373985;2;minimal;0
*;Eleganz;*;Other;N;Switzerland;Suburban;Gearbox;469150;1105;2,355323457;2;minimal;0
*;Eleganz;Franchise;Other;N;Austria;*;Gearbox;467520;1103;2,359257358;2;minimal;0
Out of Warranty;Opal;Branch;Private;*;Austria;*;Turbo Charger;487351;1099;2,25504821;2;maximal;0
Out of Warranty;Lamura;*;Private;N;*;Urban;Turbo Charger;506728;1078;2,127374055;2;minimal;0
*;Opal;*;Private;N;Germany;Urban;Turbo Charger;327083;1078;3,295799537;2;minimal;0
Out of Warranty;Eleganz;*;Other;*;Austria;Suburban;Gearbox;555650;1077;1,938270494;2;redundant;0
Out of Warranty;Eleganz;*;*;N;Austria;Suburban;Gearbox;555650;1077;1,938270494;2;redundant;0
Out of Warranty;*;*;Other;N;Austria;Suburban;Gearbox;557254;1077;1,932691376;2;maximal;0
Out of Warranty;*;Branch;*;N;Germany;Urban;Turbo Charger;462007;1073;2,322475633;2;singleton;0
*;Eleganz;Dodgy Dealer;Other;N;Belgium;*;Gearbox;384444;1071;2,785841371;2;minimal;0
Out of Warranty;Opal;Branch;Private;*;United Kingdom;*;Turbo Charger;513490;1066;2,075989795;2;maximal;0
*;Eleganz;Franchise;Other;*;Germany;Urban;Gearbox;262583;1059;4,033010515;2;redundant;0
*;Eleganz;Franchise;*;N;Germany;Urban;Gearbox;262583;1059;4,033010515;2;redundant;0
*;*;Franchise;Other;N;Germany;Urban;Gearbox;262583;1059;4,033010515;2;redundant;0
Out of Warranty;Eleganz;*;Other;*;Belgium;Suburban;Gearbox;456871;1055;2,309185744;2;redundant;0
Out of Warranty;Eleganz;*;*;N;Belgium;Suburban;Gearbox;456871;1055;2,309185744;2;redundant;0
Out of Warranty;*;Branch;Private;*;Spain;Suburban;Turbo Charger;496115;1055;2,126523084;2;singleton;0
Out of Warranty;*;*;Other;N;Belgium;Suburban;Gearbox;458895;1055;2,299000861;2;maximal;0
Out of Warranty;*;*;Private;N;Holland;Suburban;Turbo Charger;482448;1049;2,174327596;2;singleton;0
*;*;Branch;Private;N;Germany;Urban;Turbo Charger;351987;1044;2,966018631;2;singleton;0
Out of Warranty;Eleganz;Franchise;Other;*;Portugal;*;Gearbox;547737;1040;1,898721467;2;redundant;0
Out of Warranty;Eleganz;Franchise;*;N;Portugal;*;Gearbox;547737;1040;1,898721467;2;redundant;0
Out of Warranty;*;Franchise;Other;N;Portugal;*;Gearbox;547737;1040;1,898721467;2;redundant;0
Out of Warranty;Eleganz;*;Other;*;Holland;Suburban;Gearbox;458213;1039;2,267504414;2;redundant;0
Out of Warranty;Eleganz;*;*;N;Holland;Suburban;Gearbox;458213;1039;2,267504414;2;redundant;0
Out of Warranty;*;*;Other;N;Holland;Suburban;Gearbox;460115;1039;2,258131119;2;maximal;0
*;Ultima;Branch;Private;Unknown;*;Urban;Turbo Charger;320787;1022;3,185914641;2;minimal;0
Out of Warranty;Opal;*;*;N;Germany;Urban;Turbo Charger;387723;1022;2,635902436;2;minimal;0
*;Eleganz;Franchise;Other;N;Spain;*;Gearbox;355830;1021;2,869347722;2;minimal;0
Out of Warranty;*;*;Private;N;France;Suburban;Turbo Charger;589659;1014;1,71963796;2;singleton;0
*;Eleganz;Dodgy Dealer;Other;N;Portugal;*;Gearbox;467073;1009;2,160261886;2;minimal;0
*;Eleganz;Dodgy Dealer;Other;N;France;*;Gearbox;405926;1008;2,483211226;2;minimal;0
Out of Warranty;Lamura;*;Private;N;Belgium;*;Turbo Charger;427642;1007;2,354773385;2;minimal;0
Out of Warranty;Eleganz;Franchise;Other;*;Germany;*;Gearbox;325367;1006;3,091893154;2;redundant;0
Out of Warranty;Eleganz;Franchise;*;N;Germany;*;Gearbox;325367;1006;3,091893154;2;redundant;0
Out of Warranty;*;Franchise;Other;N;Germany;*;Gearbox;325367;1006;3,091893154;2;redundant;0
*;Eleganz;Dodgy Dealer;Other;N;Germany;*;Gearbox;293050;1004;3,426036513;2;minimal;0
Out of Warranty;Eleganz;Franchise;Other;*;France;*;Gearbox;494762;995;2,011067948;2;redundant;0
Out of Warranty;Eleganz;Franchise;*;N;France;*;Gearbox;494762;995;2,011067948;2;redundant;0
Out of Warranty;*;Franchise;Other;N;France;*;Gearbox;494762;995;2,011067948;2;redundant;0
Out of Warranty;Ultima;*;Private;Unknown;*;Urban;Turbo Charger;331431;995;3,002133174;2;minimal;0
Out of Warranty;Lamura;Branch;*;N;*;Urban;Turbo Charger;571407;986;1,72556514;2;minimal;0
Out of Warranty;Opal;Franchise;Private;N;*;*;Turbo Charger;471656;984;2,086266262;2;minimal;0
*;Opal;Branch;Private;N;Portugal;*;Turbo Charger;457540;980;2,141889234;2;minimal;0
Out of Warranty;Ultima;Branch;Private;*;*;Urban;Turbo Charger;323364;977;3,021362922;2;singleton;0
*;Eleganz;Dodgy Dealer;Other;N;Switzerland;*;Gearbox;378642;969;2,559145578;2;minimal;0
Out of Warranty;Ultima;Branch;*;Unknown;*;Urban;Turbo Charger;322911;969;3,000826853;2;minimal;0
*;Ultima;Branch;Private;Unknown;Belgium;*;Turbo Charger;313135;967;3,08812493;2;minimal;0
*;Eleganz;Dodgy Dealer;Other;N;Austria;*;Gearbox;402884;964;2,392748285;2;minimal;0
Out of Warranty;Opal;Branch;*;N;Portugal;*;Turbo Charger;518026;963;1,858980051;2;minimal;0
Out of Warranty;*;Branch;Private;*;France;Suburban;Turbo Charger;523799;935;1,785035863;2;singleton;0
Out of Warranty;*;Branch;Private;Unknown;*;Urban;Turbo Charger;305899;934;3,053295369;2;maximal;0
*;Eleganz;Dodgy Dealer;Other;N;*;Rural;Gearbox;355281;934;2,628905008;2;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;*;Belgium;*;Gearbox;375386;930;2,477449878;2;redundant;0
Out of Warranty;Eleganz;Dodgy Dealer;*;N;Belgium;*;Gearbox;375386;930;2,477449878;2;redundant;0
Out of Warranty;*;Dodgy Dealer;Other;N;Belgium;*;Gearbox;375386;930;2,477449878;2;redundant;0
Out of Warranty;Eleganz;Franchise;Other;*;Switzerland;*;Gearbox;442901;927;2,09301853;2;redundant;0
Out of Warranty;Eleganz;Franchise;*;N;Switzerland;*;Gearbox;442901;927;2,09301853;2;redundant;0
Out of Warranty;*;Franchise;Other;N;Switzerland;*;Gearbox;442903;927;2,093009079;2;redundant;0
*;Eleganz;*;Other;N;Belgium;Urban;Gearbox;260493;921;3,535603644;2;minimal;0
Out of Warranty;Lamura;Branch;*;N;Belgium;*;Turbo Charger;427360;919;2,150411831;2;minimal;0
Out of Warranty;Eleganz;*;Other;*;Switzerland;Suburban;Gearbox;454298;919;2,022901267;2;redundant;0
Out of Warranty;Eleganz;*;*;N;Switzerland;Suburban;Gearbox;454298;919;2,022901267;2;redundant;0
Out of Warranty;*;Branch;Private;*;Switzerland;Suburban;Turbo Charger;459119;919;2,0016597;2;singleton;0
Out of Warranty;*;*;Other;N;Switzerland;Suburban;Gearbox;456037;919;2,015187364;2;maximal;0
*;Eleganz;Dodgy Dealer;Other;N;Holland;*;Gearbox;347354;917;2,639958083;2;minimal;0
Out of Warranty;*;*;Private;N;Spain;Suburban;Turbo Charger;461053;915;1,984587455;2;singleton;0
Out of Warranty;Eleganz;*;Other;*;Spain;Suburban;Gearbox;407153;914;2,244856356;2;redundant;0
Out of Warranty;Eleganz;*;*;N;Spain;Suburban;Gearbox;407153;914;2,244856356;2;redundant;0
Out of Warranty;*;*;Other;N;Spain;Suburban;Gearbox;409020;914;2,234609555;2;maximal;0
Out of Warranty;Ultima;*;Private;Unknown;Belgium;*;Turbo Charger;322059;913;2,834884291;2;minimal;0
Out of Warranty;*;Branch;*;N;Belgium;Suburban;Turbo Charger;443372;912;2,056963453;2;singleton;0
Out of Warranty;Ultima;Branch;Private;*;Belgium;*;Turbo Charger;319410;911;2,852133621;2;singleton;0
Out of Warranty;Opal;Branch;*;N;Germany;*;Turbo Charger;360858;911;2,524538738;2;minimal;0
*;Opal;Branch;Private;N;Germany;*;Turbo Charger;291201;909;3,121555214;2;minimal;0
*;Opal;Branch;Private;N;France;*;Turbo Charger;357385;908;2,540677421;2;minimal;0
Out of Warranty;Eleganz;Franchise;Other;*;Holland;*;Gearbox;392346;902;2,298991197;2;redundant;0
Out of Warranty;Eleganz;Franchise;*;N;Holland;*;Gearbox;392346;902;2,298991197;2;redundant;0
Out of Warranty;*;Franchise;Other;N;Holland;*;Gearbox;392348;902;2,298979477;2;redundant;0
In Warranty;Eleganz;*;Other;N;*;Urban;Gearbox;58348;902;15,45897032;2;minimal;0
Out of Warranty;Ultima;Branch;*;Unknown;Belgium;*;Turbo Charger;312773;901;2,880683435;2;minimal;0
*;Eleganz;Dodgy Dealer;Other;N;Spain;*;Gearbox;357358;900;2,518482866;2;minimal;0
Out of Warranty;Lamura;*;Private;N;Holland;*;Turbo Charger;436068;898;2,05931185;2;minimal;0
*;Lamura;Branch;Private;N;*;Urban;Turbo Charger;370440;887;2,394449843;2;minimal;0
Out of Warranty;Opal;*;Private;*;Germany;Urban;Turbo Charger;316522;886;2,799173517;2;maximal;0
*;Eleganz;Franchise;Other;*;France;Suburban;Gearbox;375490;886;2,359583478;2;redundant;0
*;Eleganz;Franchise;*;N;France;Suburban;Gearbox;375490;886;2,359583478;2;redundant;0
*;*;Franchise;Other;N;France;Suburban;Gearbox;375490;886;2,359583478;2;redundant;0
Out of Warranty;*;Branch;Private;*;Austria;Suburban;Turbo Charger;502053;883;1,758778456;2;singleton;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;*;Portugal;*;Gearbox;454847;882;1,939113592;2;redundant;0
Out of Warranty;Eleganz;Dodgy Dealer;*;N;Portugal;*;Gearbox;454847;882;1,939113592;2;redundant;0
Out of Warranty;*;Dodgy Dealer;Other;N;Portugal;*;Gearbox;454847;882;1,939113592;2;redundant;0
Out of Warranty;*;Franchise;Other;*;Germany;Urban;Gearbox;270437;882;3,26138805;2;minimal;0
Out of Warranty;Opal;Branch;*;N;France;*;Turbo Charger;412287;879;2,132009983;2;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;*;Germany;*;Gearbox;285313;876;3,070312254;2;redundant;0
Out of Warranty;Eleganz;Dodgy Dealer;*;N;Germany;*;Gearbox;285313;876;3,070312254;2;redundant;0
Out of Warranty;*;Dodgy Dealer;Other;N;Germany;*;Gearbox;285313;876;3,070312254;2;redundant;0
*;*;Branch;Private;N;Belgium;Suburban;Turbo Charger;361272;875;2,42199783;2;singleton;0
*;Eleganz;Franchise;Other;N;United Kingdom;*;Gearbox;376805;872;2,314194345;2;minimal;0
Out of Warranty;*;Branch;Private;Unknown;Belgium;*;Turbo Charger;300878;870;2,891537434;2;maximal;0
Out of Warranty;Opal;Branch;Private;*;Portugal;*;Turbo Charger;445532;863;1,937010136;2;maximal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;*;France;*;Gearbox;395088;861;2,179261329;2;redundant;0
Out of Warranty;Eleganz;Dodgy Dealer;*;N;France;*;Gearbox;395088;861;2,179261329;2;redundant;0
Out of Warranty;*;Dodgy Dealer;Other;N;France;*;Gearbox;395088;861;2,179261329;2;redundant;0
Out of Warranty;*;*;Private;N;Switzerland;Suburban;Turbo Charger;463006;861;1,859587133;2;singleton;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;*;Switzerland;*;Gearbox;369562;860;2,327079083;2;redundant;0
Out of Warranty;Eleganz;Dodgy Dealer;*;N;Switzerland;*;Gearbox;369562;860;2,327079083;2;redundant;0
Out of Warranty;*;Dodgy Dealer;Other;N;Switzerland;*;Gearbox;369562;860;2,327079083;2;redundant;0
*;Lamura;Branch;Private;N;Belgium;*;Turbo Charger;325375;855;2,627737226;2;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;*;*;Rural;Gearbox;348603;855;2,452646707;2;redundant;0
Out of Warranty;Eleganz;Dodgy Dealer;*;N;*;Rural;Gearbox;348603;855;2,452646707;2;redundant;0
Out of Warranty;*;Dodgy Dealer;Other;N;*;Rural;Gearbox;348603;855;2,452646707;2;redundant;0
Out of Warranty;*;Branch;*;N;Holland;Suburban;Turbo Charger;428016;855;1,997588875;2;singleton;0
Out of Warranty;Eleganz;Franchise;Other;*;Austria;*;Gearbox;448648;851;1,896809971;2;redundant;0
Out of Warranty;Eleganz;Franchise;*;N;Austria;*;Gearbox;448648;851;1,896809971;2;redundant;0
Out of Warranty;*;Franchise;Other;N;Austria;*;Gearbox;448649;851;1,896805743;2;maximal;0
*;Eleganz;Dodgy Dealer;Other;*;Germany;Urban;Gearbox;233124;847;3,633259553;2;redundant;0
*;Eleganz;Dodgy Dealer;*;N;Germany;Urban;Gearbox;233124;847;3,633259553;2;redundant;0
*;*;Dodgy Dealer;Other;N;Germany;Urban;Gearbox;233124;847;3,633259553;2;redundant;0
*;Eleganz;Franchise;Other;*;Portugal;Suburban;Gearbox;375614;842;2,241662984;2;redundant;0
*;Eleganz;Franchise;*;N;Portugal;Suburban;Gearbox;375614;842;2,241662984;2;redundant;0
*;*;Franchise;Other;N;Portugal;Suburban;Gearbox;375614;842;2,241662984;2;redundant;0
Out of Warranty;Lamura;Branch;*;N;Holland;*;Turbo Charger;430716;823;1,910771831;2;minimal;0
Out of Warranty;Lamura;*;Private;N;Spain;*;Turbo Charger;411729;822;1,996458836;2;minimal;0
Out of Warranty;Eleganz;Franchise;*;*;Germany;Urban;Gearbox;249800;820;3,282626101;2;maximal;0
Out of Warranty;*;Franchise;*;N;Germany;Urban;Gearbox;274972;820;2,982121816;2;maximal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;*;Austria;*;Gearbox;392316;819;2,087602851;2;redundant;0
Out of Warranty;Eleganz;Dodgy Dealer;*;N;Austria;*;Gearbox;392316;819;2,087602851;2;redundant;0
Out of Warranty;*;Dodgy Dealer;Other;N;Austria;*;Gearbox;392316;819;2,087602851;2;redundant;0
*;*;Branch;Private;N;Holland;Suburban;Turbo Charger;336087;814;2,421991925;2;singleton;0
Out of Warranty;*;Dodgy Dealer;Other;*;Germany;Urban;Gearbox;247540;813;3,284317686;2;minimal;0
Out of Warranty;Eleganz;Franchise;Other;*;Spain;*;Gearbox;341913;811;2,37194842;2;redundant;0
Out of Warranty;Eleganz;Franchise;*;N;Spain;*;Gearbox;341913;811;2,37194842;2;redundant;0
Out of Warranty;*;Franchise;Other;N;Spain;*;Gearbox;341913;811;2,37194842;2;redundant;0
Out of Warranty;Opal;Branch;Private;*;France;*;Turbo Charger;349389;808;2,312608582;2;maximal;0
Out of Warranty;*;Re-Import;Private;N;*;Urban;Turbo Charger;367263;807;2,197335424;2;singleton;0
*;Ultima;Branch;Private;Unknown;*;Village;Turbo Charger;380729;805;2,114364811;2;minimal;0
Out of Warranty;Lamura;Branch;Private;*;*;Urban;Turbo Charger;366211;803;2,192724959;2;maximal;0
In Warranty;Opal;Branch;Private;N;*;*;Break Pad;105913;799;7,543927563;2;minimal;1
Out of Warranty;*;Branch;Private;*;Belgium;Urban;Turbo Charger;261337;798;3,053528586;2;singleton;0
Out of Warranty;Lamura;Branch;Private;*;Belgium;*;Turbo Charger;321922;794;2,466435969;2;maximal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;*;Holland;*;Gearbox;339260;792;2,334492719;2;redundant;0
Out of Warranty;Eleganz;Dodgy Dealer;*;N;Holland;*;Gearbox;339260;792;2,334492719;2;redundant;0
Out of Warranty;*;Dodgy Dealer;Other;N;Holland;*;Gearbox;339260;792;2,334492719;2;redundant;0
*;Opal;Re-Import;Private;N;*;Urban;Turbo Charger;254444;791;3,108739055;2;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;*;Spain;*;Gearbox;349392;786;2,249622201;2;redundant;0
Out of Warranty;Eleganz;Dodgy Dealer;*;N;Spain;*;Gearbox;349392;786;2,249622201;2;redundant;0
Out of Warranty;*;Dodgy Dealer;Other;N;Spain;*;Gearbox;349392;786;2,249622201;2;redundant;0
Out of Warranty;Opal;Branch;Private;*;Germany;*;Turbo Charger;284104;785;2,763072678;2;maximal;0
Out of Warranty;Lamura;Branch;*;N;Spain;*;Turbo Charger;423054;783;1,850827554;2;minimal;0
*;Opal;Branch;*;N;Germany;Urban;Turbo Charger;251637;775;3,079833252;2;minimal;0
Out of Warranty;Lamura;*;Private;N;Switzerland;*;Turbo Charger;434029;761;1,753339063;2;minimal;0
Out of Warranty;Ultima;*;Private;Unknown;*;Village;Turbo Charger;391922;761;1,941712892;2;minimal;0
*;Lamura;Branch;Private;N;*;Village;Turbo Charger;414490;758;1,828753408;2;minimal;0
Out of Warranty;*;Franchise;Other;*;France;Suburban;Gearbox;388407;754;1,941262645;2;minimal;0
Out of Warranty;Opal;*;*;N;Belgium;Suburban;Turbo Charger;341464;752;2,202281939;2;minimal;0
*;Opal;*;Private;N;France;Suburban;Turbo Charger;325198;752;2,312437346;2;minimal;0
*;Ultima;Branch;Private;Unknown;Spain;*;Turbo Charger;280755;751;2,674930099;2;minimal;0
Out of Warranty;*;*;Private;N;Belgium;Urban;Turbo Charger;258410;749;2,89849464;2;singleton;0
Out of Warranty;Ultima;Branch;Private;*;*;Village;Turbo Charger;390130;743;1,904493374;2;singleton;0
Out of Warranty;Eleganz;*;Other;*;Belgium;Urban;Gearbox;250825;743;2,962224659;2;redundant;0
Out of Warranty;Eleganz;*;*;N;Belgium;Urban;Gearbox;250825;743;2,962224659;2;redundant;0
Out of Warranty;*;*;Other;N;Belgium;Urban;Gearbox;251812;743;2,95061395;2;maximal;0
*;Opal;*;Private;N;Belgium;Suburban;Turbo Charger;288803;743;2,572687957;2;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;*;*;Germany;Urban;Gearbox;226992;740;3,260026785;2;maximal;0
Out of Warranty;*;Dodgy Dealer;*;N;Germany;Urban;Gearbox;230703;740;3,207587244;2;maximal;0
*;Eleganz;Franchise;Other;*;Austria;Suburban;Gearbox;324739;740;2,278753091;2;redundant;0
*;Eleganz;Franchise;*;N;Austria;Suburban;Gearbox;324739;740;2,278753091;2;redundant;0
*;*;Franchise;Other;N;Austria;Suburban;Gearbox;324740;740;2,278746074;2;redundant;0
*;Lamura;Branch;Private;N;Holland;*;Turbo Charger;329190;738;2,241866399;2;minimal;0
*;Ultima;Branch;Private;Unknown;Holland;*;Turbo Charger;275728;737;2,672924041;2;minimal;0
In Warranty;Opal;Re-Import;Private;N;*;*;Turbo Charger;66679;734;11,00796353;2;minimal;0
Out of Warranty;*;*;Private;N;Spain;Very Rural;Turbo Charger;236306;734;3,106142036;2;singleton;0
*;Eleganz;Franchise;Other;*;Holland;Suburban;Gearbox;262228;734;2,799090867;2;redundant;0
*;Eleganz;Franchise;*;N;Holland;Suburban;Gearbox;262228;734;2,799090867;2;redundant;0
*;*;Franchise;Other;N;Holland;Suburban;Gearbox;262230;734;2,799069519;2;redundant;0
*;*;Branch;Private;N;France;Suburban;Turbo Charger;386295;733;1,897513558;2;singleton;0
*;Eleganz;Franchise;Other;*;Belgium;Suburban;Gearbox;260187;732;2,813361159;2;redundant;0
*;Eleganz;Franchise;*;N;Belgium;Suburban;Gearbox;260187;732;2,813361159;2;redundant;0
*;*;Franchise;Other;N;Belgium;Suburban;Gearbox;260188;732;2,813350347;2;redundant;0
Out of Warranty;*;Branch;*;N;Spain;Suburban;Turbo Charger;412770;731;1,770962037;2;singleton;0
In Warranty;Eleganz;Franchise;Other;N;*;*;Spark Plugs;162297;728;4,485603554;2;minimal;0
*;Lamura;Branch;Private;N;Spain;*;Turbo Charger;314632;726;2,307457601;2;minimal;0
Out of Warranty;Ultima;*;Private;Unknown;Spain;*;Turbo Charger;288647;724;2,508254027;2;minimal;0
Out of Warranty;Ultima;Branch;*;Unknown;*;Village;Turbo Charger;378887;724;1,910859966;2;minimal;0
*;*;Branch;Private;N;Spain;Suburban;Turbo Charger;323189;722;2,233986924;2;singleton;0
*;Eleganz;Franchise;Other;N;*;Rural;Gearbox;270373;715;2,644494828;2;minimal;0
Out of Warranty;Opal;*;*;N;France;Suburban;Turbo Charger;385363;712;1,847608618;2;minimal;0
Out of Warranty;Eleganz;Franchise;Other;*;United Kingdom;*;Gearbox;362089;710;1,960843881;2;redundant;0
Out of Warranty;Eleganz;Franchise;*;N;United Kingdom;*;Gearbox;362089;710;1,960843881;2;redundant;0
Out of Warranty;*;Franchise;Other;N;United Kingdom;*;Gearbox;362089;710;1,960843881;2;redundant;0
Out of Warranty;Eleganz;Franchise;*;*;France;Suburban;Gearbox;362085;709;1,95810376;2;maximal;0
Out of Warranty;*;Franchise;*;N;France;Suburban;Gearbox;407870;709;1,738298968;2;maximal;0
Out of Warranty;Ultima;Branch;Private;*;Spain;*;Turbo Charger;285378;707;2,477415919;2;singleton;0
Out of Warranty;*;Branch;Private;Unknown;*;Village;Turbo Charger;364635;707;1,938925227;2;maximal;0
Out of Warranty;Lamura;Branch;Private;*;Holland;*;Turbo Charger;325831;706;2,166767435;2;maximal;0
*;Eleganz;*;Other;N;United Kingdom;Suburban;Gearbox;329454;706;2,14293953;2;minimal;0
Out of Warranty;*;Franchise;Other;*;Portugal;Suburban;Gearbox;387959;704;1,814624741;2;singleton;0
*;Lamura;Re-Import;Corporate;N;*;Suburban;Turbo Charger;428015;703;1,642465801;2;minimal;0
Out of Warranty;Ultima;*;Private;Unknown;Holland;*;Turbo Charger;280969;700;2,491378052;2;minimal;0
Out of Warranty;Opal;Re-Import;*;N;*;Urban;Turbo Charger;325089;696;2,14095217;2;minimal;0
Out of Warranty;Ultima;Branch;*;Unknown;Spain;*;Turbo Charger;279174;695;2,489486843;2;minimal;0
Out of Warranty;Lamura;Branch;Private;*;*;Village;Turbo Charger;410164;693;1,689568075;2;maximal;0
Out of Warranty;*;Branch;*;N;Switzerland;Suburban;Turbo Charger;396129;693;1,74943011;2;singleton;0
Out of Warranty;Lamura;Branch;*;N;Switzerland;*;Turbo Charger;422345;689;1,631367721;2;minimal;0
Out of Warranty;Lamura;*;*;N;Belgium;Suburban;Turbo Charger;335345;688;2,051618482;2;minimal;0
Out of Warranty;Ultima;Branch;Private;*;Holland;*;Turbo Charger;278876;683;2,44911717;2;singleton;0
*;*;Branch;Private;N;Austria;Suburban;Turbo Charger;377957;677;1,791209053;2;singleton;0
Out of Warranty;*;Branch;Private;Unknown;Spain;*;Turbo Charger;267604;675;2,522383821;2;maximal;0
*;Opal;*;Private;N;Spain;Suburban;Turbo Charger;269781;675;2,502029424;2;minimal;0
Out of Warranty;Lamura;*;Private;N;*;Rural;Turbo Charger;351160;673;1,916505297;2;minimal;0
Out of Warranty;Opal;*;*;N;Spain;Suburban;Turbo Charger;327825;673;2,052924579;2;minimal;0
*;Opal;Branch;Private;*;Germany;Urban;Turbo Charger;207057;673;3,250312716;2;maximal;0
*;*;Branch;Private;N;Switzerland;Suburban;Turbo Charger;309525;672;2,171068573;2;singleton;0
In Warranty;Opal;*;Private;N;*;Suburban;Turbo Charger;60003;671;11,18277419;2;minimal;0
Out of Warranty;Ultima;Branch;*;Unknown;Holland;*;Turbo Charger;273349;669;2,447420697;2;minimal;0
Out of Warranty;Opal;*;*;N;Holland;Suburban;Turbo Charger;320205;669;2,089286551;2;minimal;0
Out of Warranty;Eleganz;Franchise;*;*;Portugal;Suburban;Gearbox;361438;668;1,848173131;2;maximal;0
Out of Warranty;Opal;Branch;*;*;Germany;Urban;Turbo Charger;244828;668;2,728446093;2;maximal;0
Out of Warranty;*;Franchise;*;N;Portugal;Suburban;Gearbox;407719;668;1,638383298;2;maximal;0
Out of Warranty;Lamura;Branch;Private;*;Spain;*;Turbo Charger;310948;667;2,145053192;2;maximal;0
Out of Warranty;Opal;*;*;N;Spain;Very Rural;Turbo Charger;202828;666;3,283570316;2;minimal;0
*;Opal;*;Private;N;Spain;Very Rural;Turbo Charger;191058;665;3,480618451;2;minimal;0
*;*;Branch;Private;N;Portugal;Suburban;Turbo Charger;380490;662;1,739861757;2;singleton;0
*;Ultima;Branch;Private;Unknown;Germany;*;Turbo Charger;187512;661;3,525107726;2;minimal;0
*;Eleganz;Franchise;Other;*;Spain;Suburban;Gearbox;226704;661;2,915696238;2;redundant;0
*;Eleganz;Franchise;*;N;Spain;Suburban;Gearbox;226704;661;2,915696238;2;redundant;0
*;*;Franchise;Other;N;Spain;Suburban;Gearbox;226704;661;2,915696238;2;redundant;0
Out of Warranty;Opal;*;Private;*;Belgium;Suburban;Turbo Charger;281840;657;2,33110985;2;maximal;0
*;Opal;*;Private;N;Holland;Suburban;Turbo Charger;263196;657;2,496238545;2;minimal;0
Out of Warranty;*;Branch;Private;Unknown;Holland;*;Turbo Charger;262310;650;2,477984065;2;maximal;0
*;Eleganz;Franchise;Other;*;Switzerland;Suburban;Gearbox;268697;648;2,411638388;2;redundant;0
*;Eleganz;Franchise;*;N;Switzerland;Suburban;Gearbox;268697;648;2,411638388;2;redundant;0
*;*;Franchise;Other;N;Switzerland;Suburban;Gearbox;268699;648;2,411620438;2;redundant;0
Out of Warranty;Hopper;Dodgy Dealer;Other;Unknown;*;*;Gearbox;272677;647;2,372770714;2;minimal;0
Out of Warranty;Ultima;*;Private;Unknown;Germany;*;Turbo Charger;193094;647;3,350699659;2;minimal;0
Out of Warranty;Opal;*;Private;*;France;Suburban;Turbo Charger;316886;644;2,032276592;2;maximal;0
Out of Warranty;*;Re-Import;Private;N;*;Village;Turbo Charger;364685;640;1,754939194;2;singleton;0
Out of Warranty;*;Franchise;Other;*;Belgium;Suburban;Gearbox;276818;640;2,311988382;2;minimal;0
Out of Warranty;*;Franchise;Other;*;Holland;Suburban;Gearbox;279766;637;2,27690284;2;minimal;0
Out of Warranty;Ultima;Branch;Private;*;Germany;*;Turbo Charger;188489;635;3,368896859;2;singleton;0
*;Lamura;Branch;Private;N;Switzerland;*;Turbo Charger;315364;635;2,013546251;2;minimal;0
Out of Warranty;*;Branch;*;N;Spain;Very Rural;Turbo Charger;202457;631;3,116711203;2;singleton;0
Out of Warranty;Lamura;*;*;N;Germany;Urban;Turbo Charger;321613;629;1,955766713;2;minimal;0
*;Opal;*;Private;N;Austria;Suburban;Turbo Charger;305567;628;2,055195751;2;minimal;0
Out of Warranty;Ultima;Branch;*;Unknown;Germany;*;Turbo Charger;189064;627;3,316337325;2;minimal;0
Out of Warranty;Opal;*;*;N;Austria;Suburban;Turbo Charger;364933;623;1,707162685;2;minimal;0
*;*;Branch;Private;N;Spain;Very Rural;Turbo Charger;185126;623;3,365275542;2;singleton;0
Out of Warranty;*;Re-Import;Private;N;Belgium;*;Turbo Charger;254638;621;2,438756195;2;singleton;0
Out of Warranty;*;Branch;Private;*;Spain;Very Rural;Turbo Charger;197572;621;3,143157937;2;singleton;0
*;Lamura;Branch;Private;N;Portugal;*;Turbo Charger;359295;619;1,722818297;2;minimal;0
Out of Warranty;Lamura;Branch;*;N;*;Rural;Turbo Charger;317443;616;1,940505855;2;minimal;0
Out of Warranty;Lamura;*;Private;N;*;Very Rural;Turbo Charger;299687;616;2,055477882;2;minimal;0
*;Eleganz;Dodgy Dealer;Other;*;France;Suburban;Gearbox;266987;616;2,307228442;2;redundant;0
*;Eleganz;Dodgy Dealer;*;N;France;Suburban;Gearbox;266987;616;2,307228442;2;redundant;0
*;*;Dodgy Dealer;Other;N;France;Suburban;Gearbox;266987;616;2,307228442;2;redundant;0
