"","FAULT_TYPE","rules","support","confidence","lift","itemset","improvement","rel_improvement","FAULT_COUNT","MODEL","AGE","DEALERSHIP","CUSTOMER_TYPE","USER_CUSTOMISED","COUNTRY","GEO_TYPE","COMPRESSED","OBJECT_COUNT","FAULT_RATE","AGGREGATION_LEVEL","MIN_RANK","MAX_RANK","SIMPLE_COMBI","AVG_FAULT_RATE","PS_RATIO","LIFT","CHI_SQUARE","BINOMIAL_TEST","ZHANG","row_num","SET_SIZE","min_imp_psr","min_imp_chi","min_imp_bin","min_improvement","min_improvement_adj","max_improvement","LIST_ID","classification","rules_attributes","count_neg","COMBI","suppressed"
"3568","Gearbox","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Germany,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=Gearbox}",1.432984e-05,0.0181583,20.83259,58723,0.001020924,0.05622356,351,"Eleganz","InWarranty","*","Other","N","Germany","NormalUrban",FALSE,19330,0.0181583,1,143139.5,165497.5,154318.5,0.852589609,2.47988060989367e-07,21.2978199690914,2.36530807827893e-07,82.4366922225963,0.952750159263601,3388,6,-1.56315280994241e-06,-1.4713908095985e-06,-137.752825307193,0.0562233248707202,-0.140418834447712,0.861253641585391,3511,1,";10;11;13;14;15;16;1",0,0,FALSE
"3569","Gearbox","{AGE=InWarranty,MODEL=Eleganz,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Germany}=>{FAULT_TYPE=Gearbox}",1.192112e-05,0.01782227,20.44706,58725,0.000684887,0.03842873,292,"Eleganz","InWarranty","VWFranchise","Other","N","Germany","*",FALSE,16384,0.01782227,1,142759,165435,154097,0.852589609,2.02297596302758e-07,20.9036913092381,1.92748936721203e-07,74.4215706152864,0.95172981812141,3389,6,-1.60884327462902e-06,-1.51517268070519e-06,-145.767946914503,0.0384288870048541,-0.16002700586577,0.858637648290594,3512,1,";10;11;12;13;14;15;1",0,0,FALSE
"3602","Gearbox","{DEALERSHIP=DodgyDealer,CUSTOMER_TYPE=Other,COUNTRY=Switzerland,GEO_TYPE=Village}=>{FAULT_TYPE=Gearbox}",9.839005e-06,0.002594802,2.976954,21168,4.251095e-05,0.01638312,241,"*","*","DodgyDealer","Other","*","Switzerland","Village",FALSE,92878,0.002594802,3,84505,159793,122149,0.852589609,1.7141636426111e-08,3.04343610643277,1.15531145415074e-08,18.1916765009166,0.666613891291524,3447,4,-1.4356980613787e-06,-1.45807432392021e-06,-148.054412064605,0.0163831382895496,-0.183343010235966,0.0290596353787302,3570,1,";12;13;15;16;1",0,0,FALSE
"3603","Gearbox","{MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=Village}=>{FAULT_TYPE=Gearbox}",2.033122e-05,0.002579977,2.959946,39917,2.595124e-05,0.01005871,498,"Eleganz","*","*","Other","N","Switzerland","Village",FALSE,193025,0.002579977,2,84594.5,162425.5,123510,0.852589609,3.5119893071647e-08,3.02604790483671,2.37008079645635e-08,26.0022975971013,0.667415477466732,3448,5,-1.41771980473317e-06,-1.44592663049715e-06,-140.24379096842,0.0100590044019771,-0.189838757742085,0.0234804418799082,3571,1,";10;13;14;15;16;1",0,0,FALSE
"3604","Gearbox","{MODEL=Eleganz,DEALERSHIP=DodgyDealer,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Switzerland}=>{FAULT_TYPE=Gearbox}",3.956015e-05,0.002563519,2.941065,39919,9.493745e-06,0.003703403,969,"Eleganz","*","DodgyDealer","Other","N","Switzerland","*",FALSE,377996,0.002563519,2,84553,163978,124265.5,0.852589609,6.76846233473686e-08,3.00674436204629,4.58817296570199e-08,36.0405066584327,0.670331600330362,3449,5,-1.38515507445744e-06,-1.42374570880469e-06,-130.205581907089,0.00370350288022054,-0.196282704228849,0.0172111070758595,3572,1,";10;12;13;14;15;1",0,0,FALSE
"3610","Gearbox","{MODEL=Hopper,DEALERSHIP=DodgyDealer,CUSTOMER_TYPE=Other,COUNTRY=Germany}=>{FAULT_TYPE=Gearbox}",4.654135e-06,0.004181338,4.79715,20892,0.0003437076,0.08220039,114,"Hopper","*","DodgyDealer","Other","*","Germany","*",FALSE,27264,0.004181338,3,100209.5,159268.5,129739,0.852589609,1.54924443927468e-08,4.90427980339132,1.23472237107444e-08,18.8317619141392,0.792424906040839,3464,4,-1.43734725341207e-06,-1.45728021475097e-06,-147.414326651382,0.0822004822379822,-0.11043350529658,0.397466074256614,3587,1,";10;12;13;15;1",0,0,FALSE
"3614","Gearbox","{MODEL=Hopper,DEALERSHIP=DodgyDealer,CUSTOMER_TYPE=Other,COUNTRY=Belgium}=>{FAULT_TYPE=Gearbox}",4.776612e-06,0.003010033,3.45334,20936,7.943729e-05,0.02639083,117,"Hopper","*","DodgyDealer","Other","*","Belgium","*",FALSE,38870,0.003010033,3,89681.5,156701.5,123191.5,0.852589609,1.03052699907713e-08,3.53045940066107,7.39804929469646e-09,14.5734333197929,0.711554411944431,3477,4,-1.44253442781404e-06,-1.46222938916702e-06,-151.672655245728,0.0263907405666316,-0.172893694632406,0.162999874087759,3600,1,";10;12;13;15;1",0,0,FALSE
"3616","Gearbox","{MODEL=Hopper,DEALERSHIP=DodgyDealer,CUSTOMER_TYPE=Other,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=Gearbox}",7.634415e-06,0.003842045,4.407886,20971,0.0004481374,0.1166403,187,"Hopper","*","DodgyDealer","Other","*","*","NormalUrban",FALSE,48672,0.003842045,3,97695.5,161054.5,129375,0.852589609,2.28227430788813e-08,4.50632397984104,1.77934971533722e-08,22.5967963788877,0.774673233674434,3481,4,-1.43001695472593e-06,-1.45183394130834e-06,-143.649292186634,0.116640487032297,-0.0679557714582013,0.344255988672699,3604,1,";10;12;13;16;1",0,0,FALSE
"3625","Gearbox","{MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=NormalRural}=>{FAULT_TYPE=Gearbox}",9.063316e-06,0.00315332,3.617728,39832,5.887267e-07,0.0001867006,222,"Eleganz","*","*","Other","N","Spain","NormalRural",FALSE,70402,0.00315332,2,91382.5,160656.5,126019.5,0.852589609,2.08522465644366e-08,3.69852032761521,1.52581065056633e-08,20.915749242475,0.725669182730603,3495,5,-1.43198745124038e-06,-1.45436933195605e-06,-145.330339323046,0.000186787259142626,-0.199810459465549,0.201033196757703,3618,1,";10;13;14;15;16;1",0,0,FALSE
"3626","Gearbox","{DEALERSHIP=DodgyDealer,CUSTOMER_TYPE=Other,COUNTRY=Holland,GEO_TYPE=NormalRural}=>{FAULT_TYPE=Gearbox}",5.266521e-06,0.002784974,3.195135,21092,8.042817e-05,0.02887932,129,"*","*","DodgyDealer","Other","*","Holland","NormalRural",FALSE,46320,0.002784974,3,86977.5,156571.5,121774.5,0.852589609,1.01769429752737e-08,3.26648832052561,7.07476104348895e-09,14.2492824418483,0.688325788625654,3496,4,-1.44266275482954e-06,-1.46255267741822e-06,-151.996806123673,0.0288792642229335,-0.17026138587659,0.0953603157516013,3619,1,";12;13;15;16;1",0,0,FALSE
"3627","Gearbox","{MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Belgium,GEO_TYPE=NormalRural}=>{FAULT_TYPE=Gearbox}",6.532119e-06,0.003014488,3.458451,39837,4.848754e-05,0.01608483,160,"Eleganz","*","*","Other","N","Belgium","NormalRural",FALSE,53077,0.003014488,2,89779,158723,124251,0.852589609,1.41217775559205e-08,3.5356846578692,1.01496988318416e-08,17.0648965946002,0.71239689314426,3497,5,-1.43871792024889e-06,-1.45947773962987e-06,-149.181191970921,0.0160846551719563,-0.183648677717901,0.164236845527333,3620,1,";10;13;14;15;16;1",0,0,FALSE
"3629","Gearbox","{DEALERSHIP=DodgyDealer,CUSTOMER_TYPE=Other,COUNTRY=Holland,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=Gearbox}",4.572484e-06,0.003944773,4.525744,21147,0.0002893629,0.07335348,112,"*","*","DodgyDealer","Other","*","Holland","NormalUrban",FALSE,28392,0.003944773,3,98385.5,158731.5,128558.5,0.852589609,1.41389590804132e-08,4.62681336760228,1.10959451173918e-08,17.8516529432023,0.779945928944936,3502,4,-1.4387007387244e-06,-1.45853149334432e-06,-148.394435622319,0.0733535237642319,-0.120836380968754,0.3613325785793,3625,1,";12;13;15;16;1",0,0,FALSE
"3630","Gearbox","{DEALERSHIP=DodgyDealer,CUSTOMER_TYPE=Other,COUNTRY=Holland,GEO_TYPE=Suburban}=>{FAULT_TYPE=Gearbox}",2.286242e-05,0.002708756,3.107691,21148,4.209641e-06,0.001554087,560,"*","*","DodgyDealer","Other","*","Holland","Suburban",FALSE,206737,0.002708756,3,86518,162975,124746.5,0.852589609,4.24364556209262e-08,3.17709243862014,2.93269729667779e-08,28.9161992397203,0.683990679815758,3503,4,-1.41040324218389e-06,-1.44030046549494e-06,-137.329889325801,0.00155421898465574,-0.198442840242505,0.0699058903791999,3626,1,";12;13;15;16;1",0,0,FALSE
"3634","Gearbox","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=France}=>{FAULT_TYPE=Gearbox}",1.763672e-05,0.01375052,15.77564,39748,8.538261e-05,0.006209411,432,"Eleganz","InWarranty","*","Other","N","France","*",FALSE,31417,0.01375052,2,136933.5,165478.5,151206,0.852589609,2.27477186885558e-07,16.1279469686805,2.13646753074724e-07,78.3280984733481,0.937813995881084,3511,5,-1.58366368404622e-06,-1.49427486435167e-06,-141.861419056441,0.00620994696927834,-0.193750448469363,0.816777983668981,3634,1,";10;11;13;14;15;1",0,0,FALSE
"3635","Gearbox","{AGE=InWarranty,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,COUNTRY=Spain}=>{FAULT_TYPE=Gearbox}",9.59405e-06,0.01421916,16.3133,21024,0.001043695,0.07340059,235,"*","InWarranty","VWFranchise","Other","*","Spain","*",FALSE,16527,0.01421916,3,137543,165176,151359.5,0.852589609,1.28239544659774e-07,16.677613531647,1.20631650481872e-07,58.8751737936058,0.939334118319569,3512,4,-1.682901326272e-06,-1.58728996694452e-06,-161.314343736184,0.0734009603942849,-0.120776965905856,0.822816678341055,3635,1,";11;12;13;15;1",0,0,FALSE
"3636","Gearbox","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Spain}=>{FAULT_TYPE=Gearbox}",1.335002e-05,0.01476631,16.94104,39754,0.001101178,0.07457368,327,"Eleganz","InWarranty","*","Other","N","Spain","*",FALSE,22145,0.01476631,2,138603.5,165386.5,151995,0.852589609,1.85748445494258e-07,17.3193642569951,1.75181878476186e-07,70.9408377238744,0.94182323426837,3513,5,-1.62539242543752e-06,-1.53273973895021e-06,-149.248679805915,0.074573810247787,-0.119415933705608,0.82938201893364,3636,1,";10;11;13;14;15;1",0,0,FALSE
"3637","Gearbox","{AGE=InWarranty,DEALERSHIP=DodgyDealer,CUSTOMER_TYPE=Other,COUNTRY=Holland}=>{FAULT_TYPE=Gearbox}",6.368816e-06,0.0135605,15.55764,21027,0.0004871137,0.03592151,156,"*","InWarranty","DodgyDealer","Other","*","Holland","*",FALSE,11504,0.0135605,3,136200.5,164638.5,150419.5,0.852589609,8.09343430247671e-08,15.9050730349682,7.58813961581753e-08,46.6996664942178,0.936162575521738,3515,4,-1.73020652790701e-06,-1.63204022126822e-06,-173.489851035572,0.0359212418421149,-0.162733581740999,0.814210537959515,3638,1,";11;12;13;15;1",0,0,FALSE
"3640","Gearbox","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Holland}=>{FAULT_TYPE=Gearbox}",1.416653e-05,0.01461422,16.76654,39761,0.0009490837,0.06494249,347,"Eleganz","InWarranty","*","Other","N","Holland","*",FALSE,23744,0.01461422,2,138336.5,165416.5,151876.5,0.852589609,1.94954549783013e-07,17.1409783156295,1.83759157543569e-07,72.6544182998829,0.941269855431303,3518,5,-1.61618632114876e-06,-1.52416245988282e-06,-147.535099229907,0.0649429117667588,-0.13054573056364,0.827606399794173,3641,1,";10;11;13;14;15;1",0,0,FALSE
"3641","Gearbox","{AGE=InWarranty,CUSTOMER_TYPE=Other,COUNTRY=Belgium,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=Gearbox}",8.124324e-06,0.01677767,19.24863,21033,0.002245912,0.1338631,199,"*","InWarranty","*","Other","*","Belgium","NormalUrban",FALSE,11861,0.01677767,3,141407,165201,153304,0.852589609,1.29380512822531e-07,19.6784828514137,1.22865246925449e-07,59.4233983713147,0.948507542417902,3520,4,-1.68176035810924e-06,-1.58505637050095e-06,-160.766119158475,0.133863045345391,-0.0454447806691327,0.84983624066989,3643,1,";11;13;15;16;1",0,0,FALSE
"3642","Gearbox","{AGE=InWarranty,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,COUNTRY=Belgium}=>{FAULT_TYPE=Gearbox}",1.306424e-05,0.01500234,17.21183,21034,0.0009875977,0.06582956,320,"*","InWarranty","VWFranchise","Other","*","Belgium","*",FALSE,21330,0.01500234,3,138983,165384,152183.5,0.852589609,1.84855735048118e-07,17.5962031927602,1.74502197771603e-07,70.8042627821329,0.942721367884475,3521,4,-1.62628513588366e-06,-1.53341941965479e-06,-149.385254747657,0.0658290639993494,-0.129526075072669,0.8320663309857,3644,1,";11;12;13;15;1",0,0,FALSE
"3643","Gearbox","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=Gearbox}",1.804498e-05,0.01601159,18.36972,39767,0.001996846,0.1247125,442,"Eleganz","InWarranty","*","Other","N","Belgium","*",FALSE,27605,0.01601159,2,140633.5,165523.5,153078.5,0.852589609,2.73543858875587e-07,18.7799497331195,2.59270280417556e-07,86.2938089099959,0.946629431223349,3522,5,-1.53759701205619e-06,-1.44865133700884e-06,-133.895708619794,0.124712161627921,-0.0575122553130247,0.842651604244176,3645,1,";10;11;13;14;15;1",0,0,FALSE
"3644","Gearbox","{AGE=InWarranty,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=Gearbox}",2.547527e-05,0.01484124,17.027,21055,0.000309479,0.02085264,624,"*","InWarranty","VWFranchise","Other","*","*","NormalUrban",FALSE,42045,0.01484124,3,139064,165602,152333,0.852589609,3.56364645646331e-07,17.4072494472543,3.36469914991133e-07,98.2761633391483,0.942888244459325,3524,4,-1.45477622528545e-06,-1.37145170243526e-06,-121.913354190641,0.020852705030038,-0.178700194762322,0.830243429794276,3647,1,";11;12;13;16;1",0,0,FALSE
"3645","Gearbox","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=Gearbox}",3.682482e-05,0.01548578,17.76646,39790,0.0009540136,0.0616058,902,"Eleganz","InWarranty","*","Other","N","*","NormalUrban",FALSE,58247,0.01548578,2,140067.5,165646.5,152857,0.852589609,5.38864602174305e-07,18.1632286348918,5.104106348226e-07,121.001569343597,0.945963654823476,3525,5,-1.27227626875747e-06,-1.19751098260379e-06,-99.1879481861923,0.0616061961360681,-0.13434618010668,0.837308937618899,3648,1,";10;11;13;14;16;1",0,0,FALSE
"3647","Gearbox","{AGE=InWarranty,MODEL=Eleganz,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N}=>{FAULT_TYPE=Gearbox}",9.030655e-05,0.01367221,15.6858,39792,7.078396e-06,0.0005177213,2212,"Eleganz","InWarranty","VWFranchise","Other","N","*","*",FALSE,161788,0.01367221,2,137047,165718,151382.5,0.852589609,1.15769568982086e-06,16.0360973857471,1.09271989861963e-06,176.670288073552,0.942473235453572,3527,5,-6.53445181110915e-07,-6.15201718806768e-07,-43.519229456238,0.000517838740042855,-0.199481097374304,0.815728547177084,3650,1,";10;11;12;13;14;1",0,0,FALSE
"3648","Gearbox","{AGE=InWarranty,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,GEO_TYPE=Suburban}=>{FAULT_TYPE=Gearbox}",5.47065e-05,0.01298928,14.90229,21056,1.773839e-05,0.001365618,1340,"*","InWarranty","VWFranchise","Other","*","*","Suburban",FALSE,103162,0.01298928,3,135639,165674,150656.5,0.852589609,6.63955852875242e-07,15.2350906730321,6.229990713748e-07,133.559673447599,0.936841887388611,3528,4,-1.14718501805653e-06,-1.08492254605159e-06,-86.6298440821903,0.00136574159614701,-0.198631320645646,0.806040211620659,3651,1,";11;12;13;16;1",0,0,FALSE
"3649","Gearbox","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,GEO_TYPE=Suburban}=>{FAULT_TYPE=Gearbox}",7.40579e-05,0.01382885,15.86552,39793,0.00016372,0.01183901,1814,"Eleganz","InWarranty","*","Other","N","*","Suburban",FALSE,131175,0.01382885,2,137351.5,165710.5,151531,0.852589609,9.60994594410639e-07,16.2198200095587,9.06601316228169e-07,161.023879971994,0.942015007479476,3529,5,-8.50146276521137e-07,-8.01320301198225e-07,-59.1656375577959,0.0118390177057384,-0.188018335984061,0.817815798132166,3652,1,";10;11;13;14;16;1",0,0,FALSE
"3650","Gearbox","{AGE=InWarranty,CUSTOMER_TYPE=Other,COUNTRY=Germany,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=Gearbox}",1.608534e-05,0.01653725,18.97279,21001,0.001080501,0.06533738,394,"*","InWarranty","*","Other","*","Germany","NormalUrban",FALSE,23825,0.01653725,3,141235,165504,153369.5,0.852589609,2.52293095173768e-07,19.3964948967611,2.39518969718645e-07,82.9481631274332,0.948215254819947,3532,4,-1.55884777575801e-06,-1.46840264770775e-06,-137.241354402356,0.0653373444798863,-0.130088346470911,0.847653146684001,3655,1,";11;13;15;16;1",0,0,FALSE
"3651","Gearbox","{AGE=InWarranty,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,COUNTRY=Germany}=>{FAULT_TYPE=Gearbox}",1.286011e-05,0.01701507,19.52099,21002,0.00155832,0.09158471,315,"*","InWarranty","VWFranchise","Other","*","Germany","*",FALSE,18513,0.01701507,3,141802,165455,153628.5,0.852589609,2.07851275701103e-07,19.9569286563989,1.97585615437908e-07,75.3462444611313,0.949490709897771,3533,4,-1.60328959523067e-06,-1.51033600198849e-06,-144.843273068658,0.0915846952143012,-0.0991747915395125,0.851931376127163,3656,1,";11;12;13;15;1",0,0,FALSE
"3652","Gearbox","{AGE=InWarranty,MODEL=Eleganz,CUSTOMER_TYPE=Other,USER_CUSTOMISED=N,COUNTRY=Germany}=>{FAULT_TYPE=Gearbox}",1.751425e-05,0.01713738,19.66131,39726,0.001680628,0.098068,429,"Eleganz","InWarranty","*","Other","N","Germany","*",FALSE,25033,0.01713738,2,142023.5,165544.5,153784,0.852589609,2.85215890105572e-07,20.100385717931,2.71303534177818e-07,88.2782715733006,0.950109684241054,3534,5,-1.5259249808262e-06,-1.43661808324858e-06,-131.911245956489,0.0980680827524394,-0.0912616926661722,0.852988146379435,3657,1,";10;11;13;14;15;1",0,0,FALSE
"3656","Gearbox","{DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,COUNTRY=Portugal,GEO_TYPE=NormalRural}=>{FAULT_TYPE=Gearbox}",4.572484e-06,0.002805119,3.218247,21104,0.000118929,0.04239711,112,"*","*","VWFranchise","Other","*","Portugal","NormalRural",FALSE,39927,0.002805119,3,87220,155563,121391.5,0.852589609,8.92790939987724e-09,3.29011633544316,6.22450002184042e-09,13.3673745985201,0.690397180755054,3541,4,-1.44391178840494e-06,-1.46340293843987e-06,-152.878713967001,0.0423971318150851,-0.155725016687181,0.101856997867114,3664,1,";12;13;15;16;1",0,0,FALSE
"3720","SparkPlugs","{AGE=InWarranty,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Other,COUNTRY=France}=>{FAULT_TYPE=SparkPlugs}",4.286703e-06,0.004541522,15.99218,19241,0.0001250398,0.02753258,105,"*","InWarranty","VWFranchise","Other","*","France","*",FALSE,23120,0.004541522,3,137166,162110,149638,0.277887269,1.82769357922819e-08,16.3430372911398,1.71748149563683e-08,38.8955513126232,0.93835515423784,4276,4,-1.12758966870504e-07,-1.06083712638794e-07,-64.9253843482619,0.0275323999311245,-0.171679536761979,0.941332421157489,4431,1,";11;12;13;15;1",0,0,FALSE
"3741","SparkPlugs","{AGE=InWarranty,COUNTRY=Belgium}=>{FAULT_TYPE=SparkPlugs}",8.45093e-06,0.002336976,8.229256,1756,0.0002174508,0.09304795,207,"*","InWarranty","*","*","*","Belgium","*",FALSE,88576,0.002336976,5,118883,161644,140263.5,0.277887269,1.74012147294698e-08,8.409798723093,1.53876980536764e-08,36.7670782471798,0.881670608110078,4514,2,-1.0673126416082e-07,-9.60126220877426e-08,-60.750849257334,0.0930480244555357,-0.0974055035756574,0.860089705670918,4692,1,";11;15;1",0,0,FALSE
"3744","SparkPlugs","{AGE=InWarranty,USER_CUSTOMISED=N,COUNTRY=France}=>{FAULT_TYPE=SparkPlugs}",6.532119e-06,0.002776814,9.778067,7220,0.0002693344,0.09699404,160,"*","InWarranty","*","*","N","France","*",FALSE,57620,0.002776814,4,123823,161448,142635.5,0.277887269,1.6323286779173e-08,9.99259163614293,1.47243883182041e-08,35.9887013292817,0.899847078532533,4551,3,-1.10474174656647e-07,-1.00637384479685e-07,-63.7143055255604,0.0969942531260646,-0.0925869370453209,0.904048272588657,4732,1,";11;14;15;1",0,0,FALSE
"3749","SparkPlugs","{AGE=InWarranty,USER_CUSTOMISED=N,GEO_TYPE=Suburban}=>{FAULT_TYPE=SparkPlugs}",2.731242e-05,0.002699758,9.506729,7331,0.0001922786,0.0712207,669,"*","InWarranty","*","*","N","*","Suburban",FALSE,247800,0.002699758,4,123110,164952,144031,0.277887269,6.6147150590779e-08,9.71529933600521,5.99450491723929e-08,72.3315272580635,0.903956326222296,4574,3,-6.0650310845041e-08,-5.54167236254961e-08,-27.3714795967786,0.0712208279408747,-0.123317414844351,0.896812566163338,4758,1,";11;14;16;1",0,0,FALSE
"3790","TurboCharger","{CUSTOMER_TYPE=Corporate,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",2.85372e-05,0.002010111,1.399158,2193,0.0001991614,0.09907979,699,"*","*","*","Corporate","*","Belgium","*",FALSE,347742,0.002010111,5,50278,159822,105050,1.405209514,1.72621946862792e-08,1.43047067357103,5.26951169341692e-09,9.52243542825717,0.289392674670009,5195,2,-6.58592619414304e-08,-1.57291934474399e-08,-8.5075438792642,0.0990796030666964,-0.0900239404256822,0.238762933987228,5417,1,";13;15;1",0,0,FALSE
"3791","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Holland}=>{FAULT_TYPE=TurboCharger}",0.0001371337,0.002439827,1.698266,2188,0.0002146015,0.08795769,3359,"*","*","VWDealer","*","*","Holland","*",FALSE,1376737,0.002439827,5,60134,165119,112626.5,1.405209514,1.41880923939878e-07,1.73627275910971,6.37481637776984e-08,32.4070961354637,0.435650258764012,5196,2,-6.98979355714242e-07,-5.10944226145622e-07,-41.1380109578288,0.0879578757018428,-0.103559395912328,0.331256683363206,5418,1,";12;15;1",0,0,FALSE
"3792","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Holland}=>{FAULT_TYPE=TurboCharger}",0.0001599144,0.002547864,1.773466,2190,0.0001841743,0.07228577,3917,"*","*","*","Private","*","Holland","*",FALSE,1537366,0.002547864,5,62248,165341,113794.5,1.405209514,1.82726906535998e-07,1.81315595618719,8.74364175328723e-08,37.8214675398784,0.465339043982692,5197,2,-9.98902213812091e-07,-9.1406117473936e-07,-53.6329584153048,0.0722856478995739,-0.122081982033538,0.359613385957806,5419,1,";13;15;1",0,0,FALSE
"3793","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",0.0004120951,0.00175967,1.224836,2265,0.0004109343,0.2335292,10094,"Lamura","*","*","*","N","*","*",FALSE,5736303,0.00175967,5,44234.5,165149.5,104692,1.405209514,1.46071429424219e-07,1.25224742820806,3.84220196983199e-08,22.6630669352629,0.239698690657232,5201,2,2.12107660023353e-07,1.76349782860837e-08,29.6103952346499,0.233529013962845,0.104680839372849,0.233529013962845,5423,1,";10;14;1",0,0,FALSE
"3794","TurboCharger","{MODEL=Opal,DEALERSHIP=VWDealer,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",0.0005093828,0.002460901,1.712935,9252,4.07988e-05,0.0165788,12477,"Opal","*","VWDealer","*","N","*","*",FALSE,5070094,0.002460901,4,60542.5,165627.5,113085,1.405209514,5.37751085074841e-07,1.75126981100129,2.90901340996826e-07,63.4570437438473,0.524844226115771,5202,3,-3.03109194579279e-07,-2.83791048926494e-07,-11.4906897399137,0.0165788871636853,-0.183141593075137,0.451934068050686,5424,1,";10;12;14;1",0,0,FALSE
"3795","TurboCharger","{MODEL=Opal,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",0.0006730533,0.00255292,1.776985,9254,0.0001328174,0.05202569,16486,"Opal","*","*","Private","N","*","*",FALSE,6457703,0.00255292,4,62328.5,165683.5,114006,1.405209514,7.72470330046904e-07,1.8167539961589,4.71614373754185e-07,77.8585290287677,0.593798491290697,5204,3,-4.09158790301186e-07,-5.29883218518048e-07,-13.5958969264156,0.05202591542234,-0.14511881452906,0.471688889585259,5426,1,";10;13;14;1",0,0,FALSE
"3796","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",0.0007560928,0.002420102,1.684536,2266,0.001071367,0.4426948,18520,"Opal","*","*","*","N","*","*",FALSE,7652570,0.002420102,5,59691.5,165681.5,112686.5,1.405209514,7.67352901438701e-07,1.72223570641154,4.68014676665874e-07,74.947733483761,0.591008750950266,5205,2,8.33389132037835e-07,4.47227635253638e-07,81.895061783148,0.442694564113413,0.594348206611416,0.442694564113413,5427,1,";10;14;1",0,0,FALSE
"3797","TurboCharger","{DEALERSHIP=VWDealer,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",0.0001594245,0.002562185,1.783434,2253,0.0003369593,0.1315125,3905,"*","*","VWDealer","*","*","*","NormalUrban",FALSE,1524090,0.002562185,5,62511,165353,113932,1.405209514,1.84450238367807e-07,1.82334731901054,8.88163811452824e-08,38.1297778655982,0.468430712943097,5206,2,-6.56410041286313e-07,-4.85876008778038e-07,-35.4153292276943,0.131512751811442,-0.0485725958502903,0.401836713586255,5428,1,";12;16;1",0,0,FALSE
"3798","TurboCharger","{CUSTOMER_TYPE=Private,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",0.0001931466,0.002850082,1.983828,2254,0.0004863924,0.1706591,4731,"*","*","*","Private","*","*","NormalUrban",FALSE,1659952,0.002850082,5,67259,165530,116394.5,1.405209514,2.79072208104448e-07,2.02822566429051,1.51762706382878e-07,49.6949316097729,0.531975364851456,5207,2,-9.02556912243642e-07,-8.49734885889354e-07,-41.7594943454103,0.170658949461805,0.00577658010077786,0.462259331485901,5429,1,";13;16;1",0,0,FALSE
